time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-08 00:00:00+00:00,288,34,3933,590
2024-08-09 00:00:00+00:00,195,25,3551,550
2024-08-10 00:00:00+00:00,34,13,1638,258
2024-08-11 00:00:00+00:00,30,7,1172,201
2024-08-12 00:00:00+00:00,253,35,2727,487
2024-08-13 00:00:00+00:00,155,22,3728,531
2024-08-14 00:00:00+00:00,255,16,2914,487
2024-08-15 00:00:00+00:00,160,15,3176,443
2024-08-16 00:00:00+00:00,135,22,2932,491
2024-08-17 00:00:00+00:00,38,15,1126,229
2024-08-18 00:00:00+00:00,59,15,1285,251
2024-08-19 00:00:00+00:00,160,19,3239,602
2024-08-20 00:00:00+00:00,53,26,4202,978
2024-08-21 00:00:00+00:00,261,25,4137,905
