time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-27 00:00:00+00:00,346,54,1304,356
2026-03-28 00:00:00+00:00,67,42,1095,244
2026-03-29 00:00:00+00:00,80,28,502,239
2026-03-30 00:00:00+00:00,209,43,998,360
2026-03-31 00:00:00+00:00,134,41,910,344
2026-04-01 00:00:00+00:00,190,47,1072,324
2026-04-02 00:00:00+00:00,325,56,1186,365
2026-04-03 00:00:00+00:00,124,42,1033,335
2026-04-04 00:00:00+00:00,67,29,1006,218
2026-04-05 00:00:00+00:00,60,24,547,228
2026-04-06 00:00:00+00:00,61,37,849,329
2026-04-07 00:00:00+00:00,176,55,1225,356
2026-04-08 00:00:00+00:00,126,39,1153,436
2026-04-09 00:00:00+00:00,183,47,1166,433
