time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-28 00:00:00+00:00,454,80,5413,1174
2024-03-29 00:00:00+00:00,283,88,4872,1125
2024-03-30 00:00:00+00:00,89,56,2300,729
2024-03-31 00:00:00+00:00,108,48,1519,350
2024-04-01 00:00:00+00:00,304,81,4467,532
2024-04-02 00:00:00+00:00,301,85,4962,597
2024-04-03 00:00:00+00:00,367,89,4664,550
2024-04-04 00:00:00+00:00,396,96,3235,454
2024-04-05 00:00:00+00:00,376,68,2950,417
2024-04-06 00:00:00+00:00,66,34,1373,201
2024-04-07 00:00:00+00:00,146,39,1905,288
2024-04-08 00:00:00+00:00,243,78,4170,573
2024-04-09 00:00:00+00:00,216,64,3927,537
2024-04-10 00:00:00+00:00,219,64,4232,541
