time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-25 00:00:00+00:00,140,28,3336,1118
2024-02-26 00:00:00+00:00,510,72,5635,1250
2024-02-27 00:00:00+00:00,367,47,5584,1250
2024-02-28 00:00:00+00:00,495,50,5132,1278
2024-02-29 00:00:00+00:00,193,38,6306,1395
2024-03-01 00:00:00+00:00,140,54,4595,1197
2024-03-02 00:00:00+00:00,70,12,2690,1011
2024-03-03 00:00:00+00:00,115,23,3038,1025
2024-03-04 00:00:00+00:00,241,55,6200,1299
2024-03-05 00:00:00+00:00,253,55,6520,1339
2024-03-06 00:00:00+00:00,638,47,5923,1259
2024-03-07 00:00:00+00:00,355,62,6208,1344
2024-03-08 00:00:00+00:00,443,59,5346,1194
2024-03-09 00:00:00+00:00,64,22,2725,899
