time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-03 00:00:00+00:00,43,28,2028,949
2025-05-04 00:00:00+00:00,39,21,2258,1029
2025-05-05 00:00:00+00:00,137,41,2698,1370
2025-05-06 00:00:00+00:00,85,31,2346,1192
2025-05-07 00:00:00+00:00,78,46,2612,1205
2025-05-08 00:00:00+00:00,108,54,2352,1243
2025-05-09 00:00:00+00:00,122,43,2388,1228
2025-05-10 00:00:00+00:00,31,17,2405,1206
2025-05-11 00:00:00+00:00,39,23,1568,962
2025-05-12 00:00:00+00:00,200,60,2332,1157
2025-05-13 00:00:00+00:00,345,78,2855,1295
2025-05-14 00:00:00+00:00,147,67,2738,1360
2025-05-15 00:00:00+00:00,83,33,2439,1039
2025-05-16 00:00:00+00:00,341,57,1815,471
