time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-11 00:00:00+00:00,264,27,2817,630
2025-04-12 00:00:00+00:00,65,29,2045,537
2025-04-13 00:00:00+00:00,55,30,815,312
2025-04-14 00:00:00+00:00,182,32,2219,741
2025-04-15 00:00:00+00:00,436,46,3655,1517
2025-04-16 00:00:00+00:00,304,51,4828,2068
2025-04-17 00:00:00+00:00,169,48,3896,2008
2025-04-18 00:00:00+00:00,542,49,3417,1716
2025-04-19 00:00:00+00:00,40,22,2616,1453
2025-04-20 00:00:00+00:00,37,21,2074,1459
2025-04-21 00:00:00+00:00,51,31,3211,1597
2025-04-22 00:00:00+00:00,151,29,5711,1746
2025-04-23 00:00:00+00:00,431,50,3587,1713
2025-04-24 00:00:00+00:00,235,38,3142,1379
