time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-27 00:00:00+00:00,47,23,948,150
2025-09-28 00:00:00+00:00,60,26,448,164
2025-09-29 00:00:00+00:00,101,41,845,278
2025-09-30 00:00:00+00:00,82,41,700,286
2025-10-01 00:00:00+00:00,123,40,799,255
2025-10-02 00:00:00+00:00,73,38,711,224
2025-10-03 00:00:00+00:00,53,19,508,187
2025-10-04 00:00:00+00:00,39,17,880,153
2025-10-05 00:00:00+00:00,31,16,332,136
2025-10-06 00:00:00+00:00,54,28,693,233
2025-10-07 00:00:00+00:00,263,52,1033,275
2025-10-08 00:00:00+00:00,436,67,972,297
2025-10-09 00:00:00+00:00,141,46,764,279
2025-10-10 00:00:00+00:00,134,56,805,247
