time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-26 00:00:00+00:00,212,38,2817,387
2024-01-27 00:00:00+00:00,30,14,1217,184
2024-01-28 00:00:00+00:00,48,16,761,150
2024-01-29 00:00:00+00:00,514,49,3460,441
2024-01-30 00:00:00+00:00,217,50,3828,453
2024-01-31 00:00:00+00:00,311,47,5004,741
2024-02-01 00:00:00+00:00,259,58,4160,587
2024-02-02 00:00:00+00:00,291,78,3402,579
2024-02-03 00:00:00+00:00,56,20,1588,255
2024-02-04 00:00:00+00:00,61,17,1556,249
2024-02-05 00:00:00+00:00,227,46,3560,510
2024-02-06 00:00:00+00:00,388,50,4458,602
2024-02-07 00:00:00+00:00,166,41,3463,503
2024-02-08 00:00:00+00:00,194,35,2567,424
